,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,trending,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,labels,updated_github_id,gitlab_id,gitlab_url
68,mach-nix,DavHau/mach-nix,Create highly reproducible python environments.,programming-languages,https://github.com/DavHau/mach-nix,https://github.com/DavHau/mach-nix,MIT,2020-04-22 09:32:18,2024-05-20 21:27:05,2024-05-09 13:40:43,564.0,,109.0,9.0,149.0,208.0,227.0,893,17,False,2,,2022-06-01 12:00:53,3.5.0,,,19.0,47.0,3.0,3.0,['python'],,,
69,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2026-01-08 01:34:04,2026-01-08 01:33:10,1309.0,68.0,53.0,19.0,699.0,15.0,27.0,870,17,True,2,,,,,,,42.0,,,,,,
70,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2026-01-11 04:03:28,2026-01-11 04:03:27,207.0,26.0,39.0,17.0,74.0,11.0,44.0,815,17,True,2,,2024-08-14 06:20:05,2.0.0,,,5.0,23.0,,,,,,
71,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2026-01-11 00:15:54,2024-12-03 01:17:10,594.0,,146.0,30.0,368.0,38.0,170.0,728,17,False,2,,2023-01-31 21:35:49,0.1.0,,,1.0,39.0,,,,,,
72,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2026-01-11 00:32:01,2025-12-08 04:30:39,628.0,25.0,59.0,11.0,493.0,38.0,91.0,688,17,True,2,,2024-12-10 12:11:02,0.4.0,,,4.0,34.0,,,,,,
73,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-12-08 14:39:14,2025-12-08 14:32:21,2479.0,96.0,78.0,5.0,1135.0,,128.0,650,17,True,2,,,,,,,52.0,,,,,,
74,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2026-01-11 00:13:22,2026-01-07 08:29:06,575.0,45.0,146.0,10.0,660.0,130.0,307.0,515,17,True,1,,,,,,,105.0,,,,,,
75,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2026-01-08 22:12:53,2026-01-08 22:12:52,339.0,25.0,36.0,11.0,123.0,25.0,47.0,454,17,True,2,,2025-12-21 17:49:31,0.4.0,,,7.0,28.0,,,,,,
76,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2026-01-06 04:08:18,2026-01-06 04:08:18,440.0,21.0,40.0,13.0,53.0,17.0,30.0,444,17,True,1,,2024-05-06 23:34:26,0.3.0,,,3.0,26.0,,,,,,
77,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2025-12-29 14:51:15,2025-12-29 14:51:15,327.0,6.0,69.0,1.0,168.0,34.0,43.0,292,17,True,2,-1.0,2025-08-27 11:32:40,1.7.0,,,9.0,28.0,5.0,5.0,,,,
78,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-12-30 07:33:11,2025-12-30 07:32:21,878.0,16.0,38.0,8.0,353.0,15.0,29.0,214,17,True,2,,2025-12-29 16:23:40,2.33.0,,,38.0,27.0,,,,,,
79,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2025-12-16 17:52:18,2025-12-16 17:52:18,532.0,14.0,13.0,10.0,149.0,29.0,9.0,57,17,True,2,,2024-08-29 22:48:06,0.1.4,1161682.0,52803.0,5.0,14.0,,,,,,
80,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2026-01-09 16:34:31,2026-01-09 16:34:19,413.0,13.0,239.0,41.0,22.0,8.0,20.0,2827,16,True,2,,,,,,,8.0,,,,,,
81,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-12-08 13:01:07,2025-11-27 09:01:27,485.0,2.0,150.0,26.0,274.0,87.0,90.0,2382,16,True,2,,,,,,,69.0,,,,,,
82,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-11-08 16:12:15,2025-11-08 16:12:14,358.0,5.0,145.0,15.0,174.0,85.0,94.0,2144,16,True,1,,2023-12-20 16:42:54,0.15.0,,,12.0,56.0,,,,,,
83,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2026-01-09 21:32:36,2025-11-01 22:07:36,630.0,2.0,91.0,11.0,108.0,118.0,95.0,1934,16,True,2,,2023-05-15 05:17:28,0.4.0,,,7.0,37.0,,,,,,
84,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-12-19 01:47:33,2025-12-06 14:25:49,460.0,2.0,123.0,31.0,133.0,104.0,206.0,1919,16,True,2,,,,,,,23.0,,,['android'],,,
85,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2025-11-24 19:04:13,2025-11-24 19:04:11,356.0,9.0,91.0,25.0,201.0,69.0,71.0,1455,16,True,2,,,,,,,42.0,,,,,,
86,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-12-17 06:30:15,2025-12-17 06:30:15,2444.0,6.0,142.0,11.0,830.0,173.0,128.0,1221,16,True,2,,,,,,,80.0,,,,,,
87,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2026-01-12 00:11:52,2026-01-11 11:37:12,178.0,1.0,52.0,16.0,83.0,58.0,23.0,1202,16,True,2,,2024-04-15 08:53:22,012,28305.0,479.0,12.0,13.0,,,,,,
88,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2025-08-25 09:19:14,2025-08-25 09:19:14,321.0,,67.0,7.0,172.0,69.0,52.0,1170,16,True,2,,2025-07-17 14:30:55,0.1.9,,,6.0,34.0,28.0,28.0,,,,
89,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2026-01-07 20:35:39,2026-01-07 20:35:38,1590.0,51.0,82.0,13.0,371.0,37.0,74.0,1165,16,True,2,,,,,,,55.0,,,,,,
90,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2026-01-11 12:41:03,2026-01-11 12:41:02,435.0,35.0,65.0,19.0,187.0,61.0,59.0,1138,16,True,2,,,,,,,24.0,,,,,,
91,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2026-01-06 16:20:32,2026-01-06 15:48:26,1367.0,78.0,53.0,10.0,342.0,120.0,248.0,993,16,True,2,,,,,,,21.0,,,,,,
92,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144.0,,25.0,8.0,86.0,24.0,50.0,838,16,True,2,,2024-08-16 16:11:14,1.7.1,,,7.0,59.0,,,,,,
93,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2026-01-05 02:46:15,2026-01-05 02:46:15,453.0,11.0,55.0,13.0,132.0,92.0,54.0,837,16,True,2,,2024-12-11 12:03:22,0.2.2.0,,,3.0,31.0,,,,,,
94,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2026-01-12 00:18:15,2026-01-12 00:14:55,260.0,12.0,13.0,4.0,48.0,8.0,40.0,748,16,True,2,,2025-11-03 13:53:54,0.3.3,,,20.0,5.0,,,,,,
95,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2026-01-10 20:56:07,2026-01-10 20:56:05,745.0,39.0,9.0,2.0,383.0,9.0,9.0,659,16,True,2,,2023-07-21 21:21:31,0.3.13,920.0,24.0,18.0,4.0,16.0,16.0,,,,
96,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,98.0,7.0,90.0,118.0,124.0,575,16,False,2,,2022-04-20 14:28:23,node2nix-1.11.0,,,16.0,49.0,13.0,13.0,,,,
97,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,33.0,9.0,210.0,32.0,89.0,566,16,False,2,,,,,,,30.0,149.0,149.0,,,,
98,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2025-12-31 03:00:14,2025-12-31 02:59:23,1104.0,14.0,85.0,16.0,218.0,105.0,181.0,554,16,True,2,,,,,,,55.0,,,,,,
99,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2026-01-11 19:16:30,2026-01-11 19:16:29,528.0,52.0,144.0,10.0,344.0,41.0,75.0,526,16,True,2,,,,,,,129.0,,,,,,
100,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,,43.0,8.0,1003.0,27.0,408.0,498,16,True,1,,2024-08-12 19:34:11,24.09,172.0,3.0,25.0,27.0,,,,,,
101,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2026-01-08 02:19:29,2026-01-08 02:19:29,1048.0,51.0,62.0,3.0,70.0,27.0,57.0,489,16,True,2,,,,,,,22.0,,,,,,
102,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2026-01-11 22:16:56,2026-01-11 22:16:55,957.0,109.0,14.0,10.0,489.0,86.0,47.0,405,16,True,2,,2025-12-08 10:49:22,0.7.1,,,23.0,13.0,,,,,,
103,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2026-01-11 20:23:04,2026-01-11 20:22:43,2024.0,66.0,45.0,4.0,63.0,29.0,34.0,402,16,True,2,,,,,,,18.0,,,['android'],,,
104,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2025-12-03 17:19:13,2025-12-03 17:12:11,2662.0,31.0,156.0,13.0,356.0,76.0,250.0,394,16,True,2,,,,,,,133.0,,,,,,
105,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2026-01-02 02:55:38,2026-01-02 02:55:36,571.0,100.0,8.0,6.0,103.0,5.0,38.0,340,16,True,2,,2025-11-09 12:19:57,0.15.0,,,16.0,8.0,,,,,,
106,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2026-01-05 15:57:50,2026-01-05 15:55:55,692.0,25.0,8.0,6.0,201.0,2.0,11.0,305,16,True,2,,2026-01-08 12:47:32,0.2.11,2036.0,65.0,33.0,12.0,1.0,1.0,,,,
107,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2026-01-07 10:14:26,2026-01-07 10:14:19,223.0,29.0,13.0,6.0,40.0,4.0,33.0,270,16,True,1,,2025-12-11 13:41:42,0.18.1,,,20.0,10.0,2.0,2.0,,,,
